date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad
07-feb-2009,0,5.6,0,-1.9, , ,0,0,999.2,5.3,0,14,0,320,0,22, , , , , , , 
08-feb-2009,0,9.3,0,-0.9, , ,0,2.3,995.8,5,0,13,0,270,0,22, , , , , , , 
09-feb-2009,0,5.1,0,-1.1, , ,0,0,989.6,5,0,15,0,0,0,26, , , , , , , 
10-feb-2009,0,6.9,0,-0.1, , ,0,0.8,1001.8,4.6,0,11,0,260,0,18, , , , , , , 
11-feb-2009,0,9.2,0,-2.2, , ,0,0,1015.5,1.8,0,5,0,260,0,8, , , , , , , 
12-feb-2009,0,10,0,2.2, , ,0,2.2,1020.5,2.5,0,5,0,240,0,7, , , , , , , 
13-feb-2009,0,10.8,0,1.3, , ,0,0,1020.1,1.7,0,4,0,260,0,6, , , , , , , 
14-feb-2009,0,10.3,0,4.7, , ,0,0,1021.6,2.9,0,7,0,190,0,10, , , , , , , 
15-feb-2009,0,10.6,0,1.5, , ,0,0.3,1023.1,2.3,0,7,0,190,0,11, , , , , , , 
16-feb-2009,0,10,0,0, , ,0,0.2,1023.6,2.4,0,6,0,280,0,10, , , , , , , 
17-feb-2009,0,8.7,0,5.1, , ,0,0,1024.7,1.2,0,3,0,100,0,4, , , , , , , 
18-feb-2009,0,8.1,0,5.4, , ,0,0.8,1022.6,2.7,0,7,0,150,0,11, , , , , , , 
19-feb-2009,0,9.9,0,2.3, , ,0,0.7,1024.1,2.5,0,6,0,320,0,11, , , , , , , 
20-feb-2009,0,10,0,-1.8, , ,0,0,1027.8,1.8,0,6,0,240,0,11, , , , , , , 
21-feb-2009,0,11.2,0,-0.7, , ,0,0.1,1029.2,2.8,0,9,0,260,0,15, , , , , , , 
22-feb-2009,0,11.7,0,7.8, , ,0,0.4,1027.1,6.9,0,14,0,300,0,25, , , , , , , 
23-feb-2009,0,11.8,0,7.8, , ,0,0,1024.2,5,0,9,0,320,0,17, , , , , , , 
24-feb-2009,0,8.9,0,6.9, , ,0,0,1023.2,2.6,0,5,0,260,0,8, , , , , , , 
25-feb-2009,0,10.9,0,1.6, , ,0,0.2,1023.4,3,0,9,0,290,0,16, , , , , , , 
26-feb-2009,0,12.2,0,0.3, , ,0,0,1020.3,4,0,15,0,250,0,23, , , , , , , 
27-feb-2009,0,10.4,0,6.4, , ,0,0.5,1013.5,5,0,10,0,190,0,15, , , , , , , 
28-feb-2009,0,10.7,0,3.5, , ,0,3.4,1005,5.6,0,12,0,170,0,20, , , , , , , 
01-mar-2009,0,10.3,0,-1.4, , ,0,0.2,1006.2,5,0,12,0,280,0,26, , , , , , , 
02-mar-2009,0,10.9,0,0.5, , ,0,0.2,1009.7,4.7,0,13,0,260,0,22, , , , , , , 
03-mar-2009,0,7.1,0,0.2, , ,0,12.8,992.9,6.4,0,15,0,280,0,26, , , , , , , 
04-mar-2009,0,5.3,0,-0.2, , ,0,10.7,978,6.1,0,13,0,260,0,20, , , , , , , 
05-mar-2009,0,9.6,0,-0.3, , ,0,0.1,990.8,5.3,0,14,0,270,0,21, , , , , , , 
06-mar-2009,0,11.5,0,-0.1, , ,0,2.6,1001.6,5.1,0,15,0,290,0,24, , , , , , , 
07-mar-2009,0,14.3,0,4.7, , ,0,0.9,1000.1,8.4,0,24,0,230,0,35, , , , , , , 
08-mar-2009,0,6.4,0,0.6, , ,0,9.3,1000.3,9.1,0,20,0,240,0,32, , , , , , , 
09-mar-2009,0,10.3,0,2.4, , ,0,2.3,1004,8.3,0,16,0,260,0,29, , , , , , , 
10-mar-2009,0,11,0,7, , ,0,0,1006.8,6.9,0,15,0,260,0,21, , , , , , , 
11-mar-2009,0,14,0,7.9, , ,0,0,1014.2,6,0,12,0,230,0,21, , , , , , , 
12-mar-2009,0,14.2,0,8.4, , ,0,1,1014.2,5.5,0,11,0,270,0,17, , , , , , , 
13-mar-2009,0,10.5,0,8, , ,0,1.3,1007.8,7.7,0,15,0,250,0,21, , , , , , , 
14-mar-2009,0,11.9,0,1.9, , ,0,0,1013.3,7.5,0,13,0,270,0,23, , , , , , , 
15-mar-2009,0,12.4,0,0.1, , ,0,0,1024.9,4.3,0,10,0,220,0,17, , , , , , , 
16-mar-2009,0,12.9,0,3.6, , ,0,0,1025.8,3.1,0,7,0,180,0,11, , , , , , , 
17-mar-2009,0,13.3,0,3.3, , ,0,0.1,1026.7,6,0,11,0,100,0,17, , , , , , , 
18-mar-2009,0,10.9,0,4.2, , ,0,0.3,1024.3,6.3,0,11,0,100,0,16, , , , , , , 
19-mar-2009,0,13.3,0,3.4, , ,0,0,1021.3,6.1,0,10,0,90,0,15, , , , , , , 
20-mar-2009,0,11,0,4.8, , ,0,0.3,1022.8,5.8,0,10,0,130,0,16, , , , , , , 
21-mar-2009,0,12.4,0,3.6, , ,0,0,1029,4.7,0,11,0,300,0,16, , , , , , , 
22-mar-2009,0,13.8,0,3.7, , ,0,0,1029.9,6.2,0,11,0,290,0,19, , , , , , , 
23-mar-2009,0,11.8,0,4.3, , ,0,0.1,1021.9,10.7,0,19,0,300,0,31, , , , , , , 
24-mar-2009,0,12.1,0,0.8, , ,0,1.4,1013.5,6.6,0,17,0,270,0,30, , , , , , , 
25-mar-2009,0,12.1,0,7.4, , ,0,0,1006.2,11.8,0,17,0,280,0,33, , , , , , , 
26-mar-2009,0,10.6,0,3.3, , ,0,3.9,1000.6,11,0,18,0,280,0,30, , , , , , , 
27-mar-2009,0,8.5,0,3.5, , ,0,3.7,996.2,8.4,0,14,0,310,0,23, , , , , , , 
28-mar-2009,0,9.3,0,0.9, , ,0,0.2,1003.4,10.9,0,19,0,320,0,34, , , , , , , 
29-mar-2009,0,8.1,0,-0.2, , ,0,1.6,1006.6,4.2,0,13,0,180,0,22, , , , , , , 
30-mar-2009,0,13.1,0,5.6, , ,0,0.2,1012.4,2.6,0,6,0,260,0,9, , , , , , , 
31-mar-2009,0,12,0,1.8, , ,0,0,1016.8,3.4,0,8,0,160,0,12, , , , , , , 
01-apr-2009,0,12,0,3, , ,0,0,1017.2,3.8,0,8,0,160,0,13, , , , , , , 
02-apr-2009,0,15.1,0,-0.4, , ,0,0,1015.1,4,0,9,0,150,0,14, , , , , , , 
03-apr-2009,0,10.9,0,5, , ,0,7.8,1008.5,4.8,0,13,0,260,0,20, , , , , , , 
04-apr-2009,0,11.9,0,1.3, , ,0,0.1,1013.1,4.7,0,13,0,280,0,22, , , , , , , 
05-apr-2009,0,11.4,0,0.2, , ,0,0.4,1011.1,6.5,0,13,0,170,0,21, , , , , , , 
06-apr-2009,0,13,0,3.5, , ,0,9.5,999,7.2,0,12,0,150,0,24, , , , , , , 
07-apr-2009,0,11,0,1.2, , ,0,5.7,990,9.2,0,22,0,250,0,35, , , , , , , 
08-apr-2009,0,14.1,0,3.6, , ,0,3.3,995.2,7.1,0,14,0,260,0,21, , , , , , , 
09-apr-2009,0,12,0,5.4, , ,0,16.9,989.8,10.8,0,19,0,160,0,30, , , , , , , 
10-apr-2009,0,10.2,0,0.9, , ,0,1.1,995.1,3.8,0,11,0,170,0,27, , , , , , , 
11-apr-2009,0,12.4,0,-0.8, , ,0,0,1003.7,4.6,0,12,0,150,0,18, , , , , , , 
12-apr-2009,0,12.9,0,4.8, , ,0,0,1005.9,5.7,0,13,0,160,0,18, , , , , , , 
13-apr-2009,0,14.2,0,7.3, , ,0,7.6,999.8,6.3,0,11,0,160,0,18, , , , , , , 
14-apr-2009,0,12.5,0,7.7, , ,0,1.7,999.8,6.2,0,10,0,110,0,21, , , , , , , 
15-apr-2009,0,11,0,7.2, , ,0,9.2,1000.5,4.3,0,11,0,40,0,15, , , , , , , 
16-apr-2009,0,13.4,0,10.1, , ,0,0.7,1000.1,7.5,0,15,0,40,0,21, , , , , , , 
17-apr-2009,0,13.7,0,5, , ,0,0,1006.2,5.1,0,12,0,60,0,17, , , , , , , 
18-apr-2009,0,14.5,0,3.9, , ,0,0,1013.5,4.4,0,10,0,100,0,16, , , , , , , 
19-apr-2009,0,15,0,1.9, , ,0,0,1019.7,3.1,0,8,0,180,0,12, , , , , , , 
20-apr-2009,0,15.2,0,4, , ,0,0,1022.2,4.2,0,8,0,190,0,16, , , , , , , 
21-apr-2009,0,17.1,0,7.3, , ,0,0,1021.6,3.9,0,8,0,270,0,13, , , , , , , 
22-apr-2009,0,12.8,0,6, , ,0,1,1017.1,6.4,0,13,0,170,0,23, , , , , , , 
23-apr-2009,0,13.5,0,8.3, , ,0,3.8,1009.7,3.6,0,8,0,180,0,11, , , , , , , 
24-apr-2009,0,11.7,0,7.6, , ,0,9.4,1003.1,4.6,0,9,0,260,0,15, , , , , , , 
25-apr-2009,0,13,0,5.4, , ,0,11.1,998.7,9.2,0,18,0,320,0,31, , , , , , , 
26-apr-2009,0,11.2,0,5.8, , ,0,3.4,997.8,6.4,0,11,0,260,0,19, , , , , , , 
27-apr-2009,0,11.3,0,4.9, , ,0,7.8,991.2,7,0,15,0,300,0,27, , , , , , , 
28-apr-2009,0,13.5,0,4.5, , ,0,4.9,997.1,3.5,0,9,0,320,0,14, , , , , , , 
29-apr-2009,0,11.9,0,6.5, , ,0,5,998,4.4,0,11,0,150,0,19, , , , , , , 
30-apr-2009,0,15.8,0,7.2, , ,0,0.1,1005,4.6,0,10,0,250,0,15, , , , , , , 
01-may-2009,0,15.4,0,5.3, , ,0,3.5,1015.2,7.3,0,15,0,250,0,25, , , , , , , 
02-may-2009,0,14.6,0,3, , ,0,1.4,1022,5.2,0,13,0,210,0,20, , , , , , , 
03-may-2009,0,13,0,3.3, , ,0,0.4,1025,5.9,0,13,0,260,0,21, , , , , , , 
04-may-2009,0,13.4,0,5, , ,0,0,1022.4,8.2,0,15,0,250,0,21, , , , , , , 
05-may-2009,0,16.6,0,11.1, , ,0,0,1016.8,10.9,0,19,0,250,0,31, , , , , , , 
06-may-2009,0,16,0,7.8, , ,0,1.1,1009.5,9.5,0,17,0,220,0,29, , , , , , , 
07-may-2009,0,12,0,5.9, , ,0,0.9,1001.8,8.5,0,15,0,220,0,31, , , , , , , 
08-may-2009,0,13.8,0,4.2, , ,0,0.8,1002.5,9.5,0,19,0,250,0,31, , , , , , , 
09-may-2009,0,13.8,0,7.4, , ,0,0.8,1007.4,5.8,0,13,0,260,0,20, , , , , , , 
10-may-2009,0,13.9,0,6.9, , ,0,0.2,1013.2,4.1,0,9,0,100,0,14, , , , , , , 
11-may-2009,0,17.5,0,6.6, , ,0,0,1015.6,8.5,0,15,0,60,0,23, , , , , , , 
12-may-2009,0,15.7,0,4.2, , ,0,0,1014.8,5.1,0,11,0,90,0,17, , , , , , , 
13-may-2009,0,10.4,0,4.2, , ,0,0.1,1008.2,5.9,0,11,0,90,0,16, , , , , , , 
14-may-2009,0,14.6,0,8.4, , ,0,16.4,1002,4.2,0,9,0,270,0,17, , , , , , , 
15-may-2009,0,12.5,0,7.2, , ,0,2.5,993,7.5,0,13,0,90,0,20, , , , , , , 
16-may-2009,0,11.1,0,6.5, , ,0,13.8,983.9,9,0,18,0,220,0,29, , , , , , , 
17-may-2009,0,13,0,6.9, , ,0,7,989.9,5.6,0,11,0,220,0,18, , , , , , , 
18-may-2009,0,14,0,7.9, , ,0,1.9,997.3,8.5,0,16,0,230,0,25, , , , , , , 
19-may-2009,0,14.1,0,8, , ,0,9.4,1005.7,4.9,0,10,0,190,0,19, , , , , , , 
20-may-2009,0,15,0,8.1, , ,0,11.3,1008.9,3.7,0,11,0,180,0,18, , , , , , , 
21-may-2009,0,15.6,0,3.5, , ,0,0.3,1009.3,5.4,0,15,0,240,0,24, , , , , , , 
22-may-2009,0,18.4,0,9.8, , ,0,1.8,1008,5.6,0,12,0,190,0,19, , , , , , , 
23-may-2009,0,15.1,0,6, , ,0,6.4,1010.6,6,0,10,0,270,0,18, , , , , , , 
24-may-2009,0,18.6,0,3.5, , ,0,0,1014,4.4,0,11,0,190,0,18, , , , , , , 
25-may-2009,0,16.5,0,6.7, , ,0,1.6,1011.3,4.2,0,11,0,300,0,17, , , , , , , 
26-may-2009,0,14.9,0,3.1, , ,0,1.8,1013.5,7.7,0,16,0,240,0,27, , , , , , , 
27-may-2009,0,17.2,0,9.4, , ,0,5.8,1014.9,8.9,0,14,0,250,0,23, , , , , , , 
28-may-2009,0,19.4,0,11.1, , ,0,0,1023.2,4,0,9,0,230,0,13, , , , , , , 
29-may-2009,0,17.9,0,10.6, , ,0,0,1021.3,6.2,0,12,0,120,0,24, , , , , , , 
30-may-2009,0,19.4,0,8.2, , ,0,0.1,1018.4,5.5,0,10,0,110,0,16, , , , , , , 
31-may-2009,0,21,0,4.9, , ,0,0,1021.2,3.9,0,11,0,80,0,16, , , , , , , 
01-jun-2009,0,23.2,0,5.2, , ,0,0,1021.3,3.7,0,9,0,80,0,14, , , , , , , 
02-jun-2009,0,24.6,0,7.5, , ,0,0,1021.1,2.8,0,8,0,150,0,11, , , , , , , 
03-jun-2009,0,25.3,0,9, , ,0,0,1017.5,2.6,0,7,0,160,0,11, , , , , , , 
04-jun-2009,0,18.8,0,8.3, , ,0,0,1012.4,3.5,0,9,0,130,0,14, , , , , , , 
05-jun-2009,0,17.9,0,7.6, , ,0,0,1005.6,4.6,0,11,0,10,0,20, , , , , , , 
06-jun-2009,0,12.9,0,4.9, , ,0,10.5,999.1,8.9,0,16,0,350,0,28, , , , , , , 
07-jun-2009,0,14.9,0,7.9, , ,0,0,998.5,7,0,14,0,40,0,25, , , , , , , 
08-jun-2009,0,14.5,0,8.9, , ,0,0.2,1000.4,7.1,0,12,0,40,0,19, , , , , , , 
09-jun-2009,0,15,0,9.5, , ,0,3.7,1004.2,3,0,8,0,30,0,13, , , , , , , 
10-jun-2009,0,17.8,0,7.6, , ,0,0.3,1007.8,4.8,0,10,0,330,0,15, , , , , , , 
11-jun-2009,0,16.6,0,3.9, , ,0,0,1012.5,3.9,0,9,0,140,0,13, , , , , , , 
12-jun-2009,0,20.2,0,10.7, , ,0,0.5,1011.9,6.8,0,12,0,180,0,19, , , , , , , 
13-jun-2009,0,18.7,0,12.1, , ,0,0,1010.8,6.5,0,14,0,170,0,22, , , , , , , 
14-jun-2009,0,18.4,0,11.2, , ,0,0.4,1011.2,5.1,0,13,0,180,0,22, , , , , , , 
15-jun-2009,0,18.6,0,11, , ,0,6.2,1011.2,3.2,0,6,0,60,0,11, , , , , , , 
16-jun-2009,0,20.2,0,7.2, , ,0,0.6,1012.5,5.4,0,11,0,170,0,18, , , , , , , 
17-jun-2009,0,17.5,0,10.2, , ,0,19.9,1007.4,8.2,0,14,0,270,0,23, , , , , , , 
18-jun-2009,0,16.5,0,10, , ,0,1.2,1013,7.8,0,15,0,260,0,23, , , , , , , 
19-jun-2009,0,16.9,0,9.3, , ,0,0,1018.5,7.8,0,14,0,290,0,25, , , , , , , 
20-jun-2009,0,18.6,0,11.8, , ,0,0,1022.4,8,0,14,0,270,0,24, , , , , , , 
21-jun-2009,0,20.8,0,11.8, , ,0,0,1022.3,5.7,0,10,0,300,0,17, , , , , , , 
22-jun-2009,0,22.7,0,14.9, , ,0,0,1022.8,3.5,0,6,0,160,0,9, , , , , , , 
23-jun-2009,0,23.4,0,12.2, , ,0,0,1020.5,4.4,0,9,0,110,0,13, , , , , , , 
24-jun-2009,0,20.1,0,11.4, , ,0,0,1014.3,6.2,0,12,0,90,0,20, , , , , , , 
25-jun-2009,0,20.3,0,10.8, , ,0,0,1008.2,5.6,0,11,0,90,0,18, , , , , , , 
26-jun-2009,0,20,0,13.8, , ,0,0.2,1006.5,4.2,0,9,0,150,0,13, , , , , , , 
27-jun-2009,0,20.7,0,13.6, , ,0,0.2,1008.8,5.1,0,10,0,90,0,15, , , , , , , 
28-jun-2009,0,17.2,0,13, , ,0,3.3,1006.9,7.6,0,13,0,100,0,21, , , , , , , 
29-jun-2009,0,20.3,0,11.1, , ,0,0.1,1010.2,3.8,0,10,0,150,0,15, , , , , , , 
30-jun-2009,0,19.2,0,13.9, , ,0,3.6,1012.8,5.5,0,9,0,100,0,17, , , , , , , 
01-jul-2009,0,18.8,0,15.9, , ,0,7.2,1013.9,3.3,0,6,0,90,0,11, , , , , , , 
02-jul-2009,0,18,0,16.3, , ,0,11.9,1009.5,4.9,0,9,0,100,0,13, , , , , , , 
03-jul-2009,0,20.4,0,14.3, , ,0,0.6,1004.7,6.1,0,13,0,190,0,20, , , , , , , 
04-jul-2009,0,19.2,0,11.5, , ,0,6,1002,6,0,12,0,190,0,21, , , , , , , 
05-jul-2009,0,18.4,0,11.4, , ,0,7.8,997.8,5.1,0,11,0,190,0,20, , , , , , , 
06-jul-2009,0,19.6,0,11.3, , ,0,8.2,998.5,8.3,0,16,0,300,0,29, , , , , , , 
07-jul-2009,0,20.2,0,13.1, , ,0,2.1,1006.2,7.7,0,13,0,290,0,23, , , , , , , 
08-jul-2009,0,18.6,0,11.1, , ,0,0.1,1012.5,4.9,0,10,0,290,0,16, , , , , , , 
09-jul-2009,0,18.1,0,8.9, , ,0,0,1014,3.7,0,8,0,270,0,13, , , , , , , 
10-jul-2009,0,17,0,10, , ,0,6.3,1010,3.1,0,9,0,140,0,15, , , , , , , 
11-jul-2009,0,17.3,0,14.5, , ,0,21.8,999,6.7,0,16,0,210,0,27, , , , , , , 
12-jul-2009,0,19,0,12.6, , ,0,1.2,996.9,6.8,0,14,0,210,0,24, , , , , , , 
13-jul-2009,0,18.4,0,11.8, , ,0,8.1,996.4,5.6,0,12,0,220,0,19, , , , , , , 
14-jul-2009,0,18.6,0,11.3, , ,0,8.8,995.3,4.6,0,9,0,150,0,15, , , , , , , 
15-jul-2009,0,20.7,0,9.3, , ,0,0.2,1003.9,4.7,0,10,0,260,0,16, , , , , , , 
16-jul-2009,0,18,0,8.4, , ,0,0.4,1010.2,3.2,0,11,0,240,0,16, , , , , , , 
17-jul-2009,0,18.6,0,9.9, , ,0,0,1010.2,8.9,0,15,0,310,0,25, , , , , , , 
18-jul-2009,0,16.9,0,10.4, , ,0,0.9,1007.7,4.4,0,12,0,260,0,20, , , , , , , 
19-jul-2009,0,19.1,0,9.7, , ,0,0.8,1005,5.6,0,14,0,270,0,22, , , , , , , 
20-jul-2009,0,19.1,0,6.8, , ,0,0,1004.2,4.8,0,11,0,190,0,18, , , , , , , 
21-jul-2009,0,19,0,12.3, , ,0,10.2,993.1,8.1,0,15,0,190,0,28, , , , , , , 
22-jul-2009,0,19.4,0,12.6, , ,0,0.3,988.8,6.7,0,14,0,230,0,22, , , , , , , 
23-jul-2009,0,18.2,0,11.4, , ,0,0.3,995.1,6,0,12,0,220,0,21, , , , , , , 
24-jul-2009,0,19.5,0,9.1, , ,0,0.3,1006,4.7,0,12,0,280,0,19, , , , , , , 
25-jul-2009,0,18.6,0,8.2, , ,0,7.6,1010.2,6,0,13,0,190,0,24, , , , , , , 
26-jul-2009,0,17.2,0,13.4, , ,0,8.4,1004,8.1,0,14,0,200,0,26, , , , , , , 
27-jul-2009,0,18,0,11.1, , ,0,0.7,1003.8,6.4,0,16,0,230,0,23, , , , , , , 
28-jul-2009,0,16.5,0,11, , ,0,6.6,1002.6,6.8,0,13,0,190,0,24, , , , , , , 
29-jul-2009,0,18.4,0,8.4, , ,0,4.5,1005.2,4.2,0,11,0,280,0,18, , , , , , , 
30-jul-2009,0,18.7,0,8.5, , ,0,1.5,1012,5.3,0,14,0,270,0,22, , , , , , , 
31-jul-2009,0,15.8,0,12, , ,0,13.7,1006.7,8.1,0,16,0,170,0,27, , , , , , , 
01-aug-2009,0,17.9,0,8.7, , ,0,0.9,1003.3,6.3,0,15,0,270,0,25, , , , , , , 
02-aug-2009,0,16.2,0,7.6, , ,0,5.6,1002.9,5.4,0,11,0,160,0,19, , , , , , , 
03-aug-2009,0,16.6,0,14, , ,0,7.8,999.6,6.1,0,11,0,170,0,19, , , , , , , 
04-aug-2009,0,19.4,0,14.1, , ,0,0,1002.1,7.1,0,13,0,190,0,21, , , , , , , 
05-aug-2009,0,19.7,0,12.2, , ,0,0.3,1008.6,7.5,0,14,0,190,0,21, , , , , , , 
06-aug-2009,0,18.9,0,8.6, , ,0,0,1013.8,4.3,0,9,0,170,0,14, , , , , , , 
07-aug-2009,0,18.9,0,5.6, , ,0,0,1016.2,3.9,0,10,0,220,0,16, , , , , , , 
08-aug-2009,0,22,0,14.1, , ,0,0,1014.3,5.4,0,11,0,190,0,19, , , , , , , 
09-aug-2009,0,18.9,0,13.1, , ,0,3.5,1011,4.4,0,10,0,190,0,15, , , , , , , 
10-aug-2009,0,18.5,0,14.1, , ,0,1.1,1010.5,5.3,0,11,0,270,0,15, , , , , , , 
11-aug-2009,0,23.1,0,13.6, , ,0,0,1017,5.7,0,10,0,260,0,15, , , , , , , 
12-aug-2009,0,20.7,0,13, , ,0,2.1,1015.8,5.6,0,10,0,250,0,15, , , , , , , 
13-aug-2009,0,18.1,0,8.1, , ,0,0,1014.1,2.6,0,6,0,170,0,10, , , , , , , 
14-aug-2009,0,20.7,0,14.1, , ,0,0.3,1008,6.2,0,12,0,200,0,22, , , , , , , 
15-aug-2009,0,20.2,0,10.9, , ,0,5.6,1005,6.7,0,12,0,270,0,19, , , , , , , 
16-aug-2009,0,18.6,0,10.8, , ,0,0,1009.3,5.2,0,12,0,260,0,20, , , , , , , 
17-aug-2009,0,20,0,13.6, , ,0,0,1009.3,4.2,0,8,0,200,0,13, , , , , , , 
18-aug-2009,0,20.1,0,15.3, , ,0,2,1006.9,6.1,0,10,0,180,0,18, , , , , , , 
19-aug-2009,0,20.3,0,16.3, , ,0,13.4,1000.2,6.8,0,12,0,170,0,20, , , , , , , 
20-aug-2009,0,18.8,0,10.8, , ,0,10.6,1002.3,6.9,0,15,0,260,0,24, , , , , , , 
21-aug-2009,0,18.2,0,8.1, , ,0,2,1012.7,5,0,11,0,280,0,18, , , , , , , 
22-aug-2009,0,17.7,0,5.2, , ,0,1,1010.8,4.5,0,11,0,150,0,17, , , , , , , 
23-aug-2009,0,18.8,0,8.9, , ,0,11.6,1002.1,7.7,0,14,0,180,0,24, , , , , , , 
24-aug-2009,0,17.1,0,8.1, , ,0,2.2,998.4,5.8,0,13,0,230,0,22, , , , , , , 
25-aug-2009,0,17.2,0,6.7, , ,0,8,996.4,5.1,0,13,0,140,0,26, , , , , , , 
26-aug-2009,0,18.2,0,9.6, , ,0,13.4,997.2,7.9,0,15,0,280,0,24, , , , , , , 
27-aug-2009,0,17.7,0,8.1, , ,0,3.7,1002.2,7,0,16,0,270,0,28, , , , , , , 
28-aug-2009,0,16.4,0,9.2, , ,0,3,1010.2,9.6,0,18,0,280,0,33, , , , , , , 
29-aug-2009,0,17.2,0,6.7, , ,0,0,1014.3,4.3,0,9,0,240,0,16, , , , , , , 
30-aug-2009,0,18.9,0,13.1, , ,0,4.6,1006.2,5.3,0,12,0,200,0,19, , , , , , , 
31-aug-2009,0,17.5,0,11.3, , ,0,12.3,997.3,7.1,0,13,0,170,0,22, , , , , , , 
01-sep-2009,0,17.7,0,10.4, , ,0,3.5,997.9,6.7,0,14,0,260,0,23, , , , , , , 
02-sep-2009,0,16.9,0,11.2, , ,0,18,993.7,6.3,0,13,0,90,0,23, , , , , , , 
03-sep-2009,0,16,0,9.4, , ,0,1.8,998.5,8,0,14,0,260,0,21, , , , , , , 
04-sep-2009,0,16.4,0,7.2, , ,0,0.1,1008.6,7.4,0,16,0,280,0,28, , , , , , , 
05-sep-2009,0,16.7,0,7.3, , ,0,0.3,1015.8,4.9,0,11,0,270,0,16, , , , , , , 
06-sep-2009,0,16.4,0,12.6, , ,0,6.9,1010,6.3,0,14,0,150,0,25, , , , , , , 
07-sep-2009,0,17.2,0,10, , ,0,3.8,1007.3,4.8,0,11,0,180,0,21, , , , , , , 
08-sep-2009,0,17.4,0,7.9, , ,0,3.4,1010.5,7.2,0,13,0,180,0,23, , , , , , , 
09-sep-2009,0,18.1,0,4.4, , ,0,0.1,1025.7,3.1,0,7,0,290,0,12, , , , , , , 
10-sep-2009,0,19.1,0,6, , ,0,0,1032.6,3.8,0,8,0,50,0,16, , , , , , , 
11-sep-2009,0,18.9,0,4.2, , ,0,0,1031.4,2.9,0,10,0,90,0,14, , , , , , , 
12-sep-2009,0,21.7,0,5.2, , ,0,0,1026.9,1.7,0,4,0,120,0,7, , , , , , , 
13-sep-2009,0,22.1,0,5.9, , ,0,0.2,1024.4,2.6,0,7,0,0,0,12, , , , , , , 
14-sep-2009,0,17.8,0,5.8, , ,0,0.2,1024.4,3.5,0,9,0,50,0,13, , , , , , , 
15-sep-2009,0,16,0,6.8, , ,0,0,1023.2,4.8,0,11,0,20,0,18, , , , , , , 
16-sep-2009,0,17.8,0,7.1, , ,0,0,1021.8,5.7,0,12,0,40,0,19, , , , , , , 
17-sep-2009,0,14.6,0,5.5, , ,0,0,1018.7,2.4,0,6,0,50,0,9, , , , , , , 
18-sep-2009,0,16.1,0,9.5, , ,0,0,1013.1,2.2,0,6,0,160,0,9, , , , , , , 
19-sep-2009,0,16,0,5.8, , ,0,0.8,1013.6,4.1,0,9,0,330,0,16, , , , , , , 
20-sep-2009,0,16.4,0,3.2, , ,0,0,1019.1,2.7,0,8,0,220,0,14, , , , , , , 
21-sep-2009,0,17.5,0,11.3, , ,0,0,1017.2,6.2,0,14,0,240,0,22, , , , , , , 
22-sep-2009,0,18.8,0,8.9, , ,0,0.3,1016.8,6.2,0,13,0,270,0,22, , , , , , , 
23-sep-2009,0,18.8,0,5.3, , ,0,0.1,1020.7,3.6,0,10,0,260,0,15, , , , , , , 
24-sep-2009,0,17.5,0,4.3, , ,0,0,1022.4,2.8,0,9,0,250,0,14, , , , , , , 
25-sep-2009,0,19.5,0,10.3, , ,0,0,1022.3,4.1,0,10,0,270,0,15, , , , , , , 
26-sep-2009,0,16.5,0,12.7, , ,0,0,1023.2,2.8,0,6,0,270,0,11, , , , , , , 
27-sep-2009,0,18,0,12.4, , ,0,0,1024.3,3.8,0,7,0,270,0,12, , , , , , , 
28-sep-2009,0,17,0,12.3, , ,0,0,1023.8,5.1,0,9,0,300,0,17, , , , , , , 
29-sep-2009,0,17.6,0,10.7, , ,0,0,1020.4,4.4,0,8,0,290,0,13, , , , , , , 
30-sep-2009,0,16.6,0,11.8, , ,0,0,1016.9,4.2,0,7,0,320,0,13, , , , , , , 
01-oct-2009,0,13.8,0,10, , ,0,0.2,1017.3,3.6,0,7,0,340,0,12, , , , , , , 
02-oct-2009,0,16.1,0,9, , ,0,0,1014.1,5.1,0,10,0,280,0,15, , , , , , , 
03-oct-2009,0,15.4,0,8.2, , ,0,0.2,1006,7.6,0,17,0,250,0,27, , , , , , , 
04-oct-2009,0,14.3,0,8.1, , ,0,0,1006.7,2.2,0,6,0,280,0,10, , , , , , , 
05-oct-2009,0,15.5,0,6.1, , ,0,0.1,1001.8,3.4,0,7,0,100,0,12, , , , , , , 
06-oct-2009,0,15.7,0,6.3, , ,0,20.6,999.1,4.9,0,11,0,30,0,24, , , , , , , 
07-oct-2009,0,12.9,0,3.9, , ,0,0.1,1007.7,3.3,0,8,0,20,0,13, , , , , , , 
08-oct-2009,0,14.8,0,5.3, , ,0,0,1012.5,2.6,0,7,0,100,0,10, , , , , , , 
09-oct-2009,0,17.7,0,7.7, , ,0,10.4,1005.8,4.4,0,11,0,130,0,22, , , , , , , 
10-oct-2009,0,17.2,0,6.2, , ,0,0.2,1009.8,2.3,0,8,0,240,0,13, , , , , , , 
11-oct-2009,0,17.3,0,6.2, , ,0,1.9,1015.5,5.2,0,12,0,300,0,20, , , , , , , 
12-oct-2009,0,15.5,0,2, , ,0,0.1,1023.2,2.7,0,6,0,150,0,11, , , , , , , 
