date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad
11-aug-2003,0,21.9,0,9.6, , ,0,0,1017.5,4.6,0,7,0,290,0,12, , , , , , , 
12-aug-2003,0,23.5,0,8.6, , ,0,0,1017.7,3.5,0,8,0,250,0,14, , , , , , , 
13-aug-2003,0,21.8,4, , , ,8, ,1017.9,3.5,0,8,0,340,0,14, , , , , , , 
14-aug-2003,0,21,0,7.7, , ,0,0,1016.8,3.5,0,10,0,50,0,15, , , , , , , 
15-aug-2003,0,19.8,0,5.8, , ,0,0,1015.2,2.4,0,6,0,10,0,10, , , , , , , 
16-aug-2003,0,20.8,0,6.8, , ,0,0,1013.3,2.7,0,6,0,130,0,10, , , , , , , 
17-aug-2003,0,17.5,0,9.5, , ,0,1.6,1007.6,4.5,0,10,0,170,0,17, , , , , , , 
18-aug-2003,0,18.7,0,5.2, , ,0,0.1,1010.7,4.8,0,11,0,270,0,19, , , , , , , 
19-aug-2003,0,18.5,0,11.4, , ,0,0,1016.2,4.5,0,11,0,260,0,17, , , , , , , 
20-aug-2003,0,18.8,0,9.2, , ,0,0,1015.1,3.5,0,12,0,270,0,17, , , , , , , 
21-aug-2003,0,22.7,0,12.2, , ,0,0,1009.4,6.8,0,14,0,230,0,23, , , , , , , 
22-aug-2003,0,22,0,16.6, , ,0,0.2,1011,4.7,0,11,0,240,0,17, , , , , , , 
23-aug-2003,0,24,0,14.3, , ,0,0,1015.3,2.5,0,8,0,180,0,13, , , , , , , 
24-aug-2003,0,23,0,12.3, , ,0,0,1015.1,5.7,0,13,0,100,0,21, , , , , , , 
25-aug-2003,0,19.7,0,12.5, , ,0,0.1,1012.8,6.4,0,14,0,90,0,22, , , , , , , 
26-aug-2003,0,16.1,0,11.6, , ,0,2.1,1010.5,7.1,0,12,0,90,0,19, , , , , , , 
27-aug-2003,0,21.4,0,7.8, , ,0,0.1,1008.5,4.5,0,11,0,90,0,17, , , , , , , 
28-aug-2003,0,16.7,0,11.5, , ,0,0,1004.8,6.8,0,16,0,20,0,25, , , , , , , 
29-aug-2003,0,18.1,0,8.3, , ,0,0,1009.7,7.3,0,14,0,30,0,26, , , , , , , 
30-aug-2003,0,16.7,0,4.7, , ,0,0,1016.6,4.5,0,8,0,350,0,13, , , , , , , 
31-aug-2003,0,16.3,0,8.6, , ,0,0,1018.9,4.2,0,10,0,340,0,15, , , , , , , 
01-sep-2003,4, ,4, , , ,8, , , ,0,8,0,10,0,12, , , , , , , 
02-sep-2003,0,18.9,0,10.7, , ,0,0,1023.6,2.3,0,7,0,280,0,10, , , , , , , 
03-sep-2003,0,19.4,0,7.9, , ,0,0,1024.5,2.3,0,6,0,150,0,10, , , , , , , 
04-sep-2003,0,19.8,0,7.1, , ,0,0.1,1019,4.8,0,11,0,160,0,18, , , , , , , 
05-sep-2003,0,16.5,0,8.2, , ,0,13.7,1011.7,2.9,0,8,0,240,0,13, , , , , , , 
06-sep-2003,0,17.2,0,5.1, , ,0,0.8,1011,3.7,0,11,0,290,0,18, , , , , , , 
07-sep-2003,0,15,0,5.5, , ,0,8.4,1006.1,3.1,0,7,0,190,0,11, , , , , , , 
08-sep-2003,0,16.9,0,7.9, , ,0,0,1007.3,6.7,0,13,0,320,0,23, , , , , , , 
09-sep-2003,0,15.8,0,6.8, , ,0,0.5,1009.2,4.2,0,10,0,260,0,20, , , , , , , 
10-sep-2003,0,18.9,0,12.9, , ,0,0.6,1008.9,6.9,0,13,0,300,0,22, , , , , , , 
11-sep-2003,0,19.5,0,7.6, , ,0,0.4,1017.5,6.7,0,16,0,290,0,25, , , , , , , 
12-sep-2003,4, ,4, , , ,8, , , ,0,10,0,170,0,16, , , , , , , 
07-oct-2003,0,15.2,0,10.8, , ,0,3.9,1009.5,10,0,16,0,310,0,28, , , , , , , 
08-oct-2003,0,17.3,0,9.2, , ,0,0.1,1015.8,9,0,15,0,290,0,25, , , , , , , 
09-oct-2003,0,17.8,0,9.9, , ,0,0,1014.7,7.4,0,14,0,260,0,23, , , , , , , 
10-oct-2003,0,15,0,8.4, , ,0,2,1013.7,3.8,0,9,0,260,0,14, , , , , , , 
11-oct-2003,4, ,4, , , ,8, , ,3.7,0,10,0,160,0,15, , , , , , , 
12-oct-2003,0,14.7,0,11.3, , ,0,4,1012,4.8,0,10,0,100,0,17, , , , , , , 
13-oct-2003,0,16.2,0,11.3, , ,0,0.7,1012,3.6,0,6,0,150,0,11, , , , , , , 
14-oct-2003,0,14.8,0,12, , ,0,0.7,1015.3,4.6,0,10,0,100,0,14, , , , , , , 
15-oct-2003,0,12.7,0,5.4, , ,0,0,1018.5,8.1,0,15,0,90,0,22, , , , , , , 
16-oct-2003,0,13.4,0,3.5, , ,0,0,1019.7,5.9,0,15,0,100,0,25, , , , , , , 
17-oct-2003,0,12.6,0,2.2, , ,0,0.1,1016.2,6.3,0,14,0,110,0,22, , , , , , , 
18-oct-2003,0,12.8,0,-0.8, , ,0,0,1011.5,4.8,0,13,0,80,0,20, , , , , , , 
19-oct-2003,0,11.4,0,1.2, , ,0,0.1,1008.7,5.2,0,12,0,20,0,18, , , , , , , 
20-oct-2003,0,9.8,0,1.6, , ,0,0,1011,5.3,0,13,0,20,0,21, , , , , , , 
21-oct-2003,4, ,4, , , ,8, , , ,0,10,0,320,0,17, , , , , , , 
22-oct-2003,0,7.9,0,0.4, , ,0,0,1007.5,7.9,0,17,0,0,0,27, , , , , , , 
23-oct-2003,0,11.5,0,-2.7, , ,0,0,1016.6,4.4,0,11,0,50,0,18, , , , , , , 
24-oct-2003,0,11.3,0,-5.3, , ,0,0,1023.3,3.4,0,10,0,310,0,18, , , , , , , 
25-oct-2003,0,10.8,0,0.3, , ,0,0,1020.2,5,0,10,0,310,0,17, , , , , , , 
26-oct-2003,0,11.8,0,-1.4, , ,0,0.3,1015.2,3.2,0,9,0,30,0,14, , , , , , , 
27-oct-2003,0,12.3,0,-2.5, , ,0,0,1015.8,1.2,0,4,0,280,0,6, , , , , , , 
28-oct-2003,0,11.7,0,1.5, , ,8, ,1005.5,3,0,9,0,270,0,16, , , , , , , 
29-oct-2003,0,10.1,0,2.7, , ,0,2.4,993.8,5.8,0,16,0,280,0,32, , , , , , , 
30-oct-2003,0,11,0,2.7, , ,0,13.9,976.7,5,0,11,0,100,0,23, , , , , , , 
31-oct-2003,0,9.8,0,5.3, , ,0,1.6,979.2,10.1,0,18,0,10,0,29, , , , , , , 
01-nov-2003,0,12.8,0,3.1, , ,0,9.6,987.4,6.4,0,17,0,200,0,29, , , , , , , 
02-nov-2003,0,12.6,0,7.3, , ,0,2.2,978.2,6.2,0,16,0,240,0,27, , , , , , , 
03-nov-2003,0,12.1,0,4.2, , ,0,3,993.7,7,0,13,0,260,0,23, , , , , , , 
04-nov-2003,0,14.8,0,9.9, , ,0,2.2,1008.4,10.2,0,17,0,170,0,31, , , , , , , 
05-nov-2003,0,14.4,0,8.4, , ,0,9,1002.5,13.3,0,20,0,160,0,35, , , , , , , 
06-nov-2003,0,15.4,0,5.2, , ,0,0.1,1011.7,7.1,0,13,0,150,0,30, , , , , , , 
07-nov-2003,0,15.3,0,9.1, , ,0,0,1014.7,9.2,0,15,0,100,0,23, , , , , , , 
08-nov-2003,0,10.6,0,8.8, , ,0,0,1008.5,11.6,0,16,0,100,0,28, , , , , , , 
09-nov-2003,0,13.7,0,8.5, , ,0,8,1002.3,9.1,0,17,0,160,0,26, , , , , , , 
10-nov-2003,0,13.3,0,6.5, , ,0,0.1,1009.5,4.1,0,8,0,150,0,15, , , , , , , 
11-nov-2003,0,12.5,0,5.3, , ,8, ,1003.9,9.2,0,16,0,160,0,30, , , , , , , 
12-nov-2003,4, ,4, , , ,8, , , ,0,11,0,230,0,19, , , , , , , 
18-nov-2003,0,14.4,0,12.1, , ,0,0,1012.9,7.2,0,16,0,210,0,23, , , , , , , 
19-nov-2003,0,13.9,0,11.2, , ,0,5.1,1009.1,5.2,0,12,0,210,0,19, , , , , , , 
20-nov-2003,0,12.3,0,-0.2, , ,0,4.4,1004.5,3.5,0,11,0,260,0,17, , , , , , , 
21-nov-2003,0,10.1,0,-2.3, , ,0,0,1002.8,1.5,0,5,0,110,0,7, , , , , , , 
22-nov-2003,0,8.3,0,-4.9, , ,0,0,999.3,1.2,0,3,0,210,0,12, , , , , , , 
23-nov-2003,0,8.9,0,-3.9, , ,0,0,1002.8,3.6,0,10,0,310,0,18, , , , , , , 
24-nov-2003,0,11,0,-3.1, , ,0,0.3,1000.8,3.7,0,9,0,210,0,15, , , , , , , 
25-nov-2003,0,10.4,0,6.1, , ,0,3.3,987.7,5.2,0,13,0,260,0,19, , , , , , , 
26-nov-2003,0,8,0,0.3, , ,8, ,983.1,4.8,0,15,0,260,0,22, , , , , , , 
27-nov-2003,0,8.2,0,-0.2, , ,0,1.1,994.4,3.2,0,11,0,310,0,18, , , , , , , 
28-nov-2003,0,13,0,4, , ,0,2,996.6,6.4,0,13,0,180,0,20, , , , , , , 
29-nov-2003,0,11.2,0,2.3, , ,0,12.3,989.2,5.5,0,13,0,290,0,28, , , , , , , 
30-nov-2003,0,7.5,0,-2.8, , ,0,0,994.9,1.9,0,5,0,290,0,6, , , , , , , 
01-dec-2003,0,6.5,0,-3.2, , ,0,0,1002.6,6.9,0,15,0,340,0,24, , , , , , , 
02-dec-2003,0,9,0,5.1, , ,0,2.7,1010.5,6.1,0,16,0,350,0,22, , , , , , , 
03-dec-2003,0,9.4,0,6, , ,0,0,1020.6,4.3,0,11,0,0,0,18, , , , , , , 
04-dec-2003,0,10.2,0,4.6, , ,0,0,1027.3,5.6,0,12,0,50,0,19, , , , , , , 
05-dec-2003,0,6.7,0,-0.8, , ,0,0.1,1026.6,3.2,0,7,0,280,0,10, , , , , , , 
06-dec-2003,0,10.9,0,5.4, , ,0,0,1023.8,6.6,0,14,0,100,0,21, , , , , , , 
07-dec-2003,0,7,0,1.6, , ,0,0,1019.9,7.2,0,12,0,90,0,22, , , , , , , 
08-dec-2003,4, ,4, , , ,8, , , ,0,11,0,100,0,18, , , , , , , 
10-dec-2003,0,10.6,0,6.3, , ,0,2.1,1002.7,4.2,0,11,0,190,0,17, , , , , , , 
11-dec-2003,0,11.6,0,1, , ,8, ,1003.5,5,0,12,0,20,0,18, , , , , , , 
12-dec-2003,0,13.7,0,4.5, , ,0,19.6,1005.1,5.3,0,11,0,190,0,16, , , , , , , 
13-dec-2003,0,13,0,7.5, , ,0,1.6,1005.3,9.4,0,17,0,290,0,30, , , , , , , 
14-dec-2003,0,9.8,0,0.8, , ,0,0,1018.1,6.8,0,16,0,290,0,28, , , , , , , 
15-dec-2003,0,7.5,0,-3, , ,0,0,1023.5,3.1,0,8,0,90,0,11, , , , , , , 
16-dec-2003,0,10.8,0,7.2, , ,0,0.2,1017.5,6.8,0,11,0,160,0,18, , , , , , , 
17-dec-2003,0,10.1,0,6, , ,0,0,1012.1,4.5,0,7,0,140,0,12, , , , , , , 
18-dec-2003,0,8.6,0,4.6, , ,0,0,1008.7,1.5,0,4,0,110,0,6, , , , , , , 
19-dec-2003,0,9.2,0,6, , ,0,1.2,1009.6,1.9,0,6,0,150,0,10, , , , , , , 
20-dec-2003,0,9.3,0,2.9, , ,0,16.9,1001.8,8.1,0,17,0,310,0,34, , , , , , , 
21-dec-2003,0,6.5,0,0.3, , ,0,0,1016.5,9.6,0,17,0,340,0,30, , , , , , , 
22-dec-2003,0,6.1,0,-2.5, , ,0,0.1,1029,2.3,0,6,0,180,0,8, , , , , , , 
23-dec-2003,0,10.8,0,5.5, , ,0,0.6,1023,7,0,13,0,290,0,21, , , , , , , 
24-dec-2003,0,11.7,0,9, , ,0,0,1018.8,5.8,0,11,0,280,0,17, , , , , , , 
25-dec-2003,4, ,4, , , ,8, , ,6.9,0,12,0,220,0,19, , , , , , , 
31-dec-2003,0,11,0,-2.6, , ,0,7.9,1009.8,6.1,0,15,0,190,0,29, , , , , , , 
01-jan-2004,0,8.9,0,5.1, , ,0,0.1,1009,10.3,0,16,0,290,0,30, , , , , , , 
02-jan-2004,0,6.9,0,4.5, , ,0,4.5,1016.1,3.5,0,7,0,110,0,11, , , , , , , 
03-jan-2004,0,9.1,0,-1.8, , ,0,1.5,1014.8,3.2,0,8,0,340,0,12, , , , , , , 
04-jan-2004,0,8.4,0,-2.6, , ,0,0.5,1014,2.5,0,5,0,90,0,8, , , , , , , 
05-jan-2004,0,12.8,0,8.4, , ,0,1.7,1007.1,6.2,0,12,0,220,0,18, , , , , , , 
06-jan-2004,0,11,0,0.1, , ,0,0.8,1004.8,4.3,0,12,0,180,0,22, , , , , , , 
07-jan-2004,0,11,0,7.6, , ,0,11.9,992.3,12.7,0,24,0,170,0,38, , , , , , , 
08-jan-2004,0,9.8,0,3.8, , ,0,5.6,982.3,5.6,0,14,0,270,0,23, , , , , , , 
09-jan-2004,0,9.6,0,4.1, , ,0,6.1,994.8,7,0,17,0,270,0,30, , , , , , , 
10-jan-2004,0,13.3,0,4.6, , ,0,0.7,995.4,5.8,0,16,0,220,0,26, , , , , , , 
11-jan-2004,0,11.4,0,2.1, , ,0,5.4,992.3,8.6,0,19,0,250,0,32, , , , , , , 
12-jan-2004,0,10.7,0,1.1, , ,0,4.8,984.8,6.3,0,21,0,260,0,38, , , , , , , 
13-jan-2004,0,8.4,0,1.3, , ,0,1.3,983.4,9,0,22,0,250,0,36, , , , , , , 
14-jan-2004,0,5.2,0,1.3, , ,0,5.6,994.2,6,0,13,0,280,0,21, , , , , , , 
15-jan-2004,0,10.6,0,-0.7, , ,0,9.3,991.8,9.3,0,19,0,270,0,30, , , , , , , 
16-jan-2004,0,7.8,0,0.4, , ,0,1.1,991.3,5.8,0,14,0,270,0,21, , , , , , , 
17-jan-2004,0,6.2,0,-2.1, , ,0,0,1006.8,4.9,0,18,0,350,0,28, , , , , , , 
18-jan-2004,0,7.8,0,-3.2, , ,0,0,1022.5,2,0,8,0,260,0,13, , , , , , , 
19-jan-2004,0,10.9,0,6.2, , ,0,0.1,1019,7,0,13,0,280,0,24, , , , , , , 
20-jan-2004,0,9.3,0,7, , ,0,0.3,1016.1,4.7,0,8,0,270,0,15, , , , , , , 
21-jan-2004,0,10.2,0,6.4, , ,0,1.5,1011.8,4,0,13,0,190,0,24, , , , , , , 
22-jan-2004,0,12.8,0,5.6, , ,0,10.7,1003.8,3.7,0,9,0,160,0,14, , , , , , , 
23-jan-2004,0,10.7,0,0.9, , ,0,9,1007,4.1,0,13,0,300,0,21, , , , , , , 
24-jan-2004,0,8.2,0,-1.2, , ,0,1.6,1012.8,3.7,0,14,0,270,0,23, , , , , , , 
25-jan-2004,0,4.7,0,-3.3, , ,0,0,1007.2,1.8,0,8,0,10,0,12, , , , , , , 
26-jan-2004,0,4.6,0,0.6, , ,0,0,1003.9,4.9,0,9,0,10,0,15, , , , , , , 
27-jan-2004,0,4.5,0,-1.3, , ,0,0.3,1009.7,5.1,0,11,0,320,0,18, , , , , , , 
28-jan-2004,0,7.4,0,-2.7, , ,0,0.3,1007.7,6.6,0,15,0,350,0,23, , , , , , , 
29-jan-2004,0,4.7,0,-7.3, , ,0,0.1,1006.8,2.3,0,7,0,100,0,9, , , , , , , 
30-jan-2004,0,11,0,0.2, , ,0,8.4,993,5.9,0,12,0,210,0,20, , , , , , , 
31-jan-2004,0,12.4,0,8.4, , ,0,6.7,982.6,11.2,0,29,0,260,0,48, , , , , , , 
01-feb-2004,0,12,0,6.1, , ,0,1.8,997.7,8,0,19,0,210,0,32, , , , , , , 
02-feb-2004,0,13.3,0,9.5, , ,0,7.2,1000.6,11.1,0,20,0,180,0,36, , , , , , , 
03-feb-2004,0,14,0,9, , ,0,15.7,1002,12.7,0,23,0,190,0,37, , , , , , , 
04-feb-2004,0,13.9,0,10.9, , ,8, ,1005.3,9.1,0,17,0,200,0,27, , , , , , , 
05-feb-2004,0,13.2,0,8.2, , ,0,0,1009.5,7.6,0,17,0,210,0,27, , , , , , , 
06-feb-2004,0,9,0,4, , ,0,10.7,1005.5,4.4,0,11,0,270,0,17, , , , , , , 
07-feb-2004,0,8.9,0,3.7, , ,0,1.8,1012.9,10.5,0,20,0,280,0,31, , , , , , , 
08-feb-2004,0,8.1,0,0.2, , ,0,0,1023.2,6,0,16,0,300,0,28, , , , , , , 
09-feb-2004,0,8.2,0,0.1, , ,0,0,1027.9,4.6,0,10,0,190,0,15, , , , , , , 
10-feb-2004,0,10.3,0,7.3, , ,0,0,1025.8,4.5,0,10,0,210,0,16, , , , , , , 
11-feb-2004,0,9,0,4.3, , ,0,0,1026.2,3.1,0,7,0,150,0,11, , , , , , , 
12-feb-2004,0,10.2,0,3.9, , ,0,0,1025.3,4.1,0,9,0,180,0,14, , , , , , , 
13-feb-2004,0,10.2,0,4.6, , ,8, ,1026.8,2.4,0,4,0,100,0,6, , , , , , , 
14-feb-2004,0,9.5,0,2.3, , ,0,0,1024.2,2.3,0,6,0,140,0,10, , , , , , , 
15-feb-2004,0,8.7,0,0.7, , ,0,0,1022.6,3.5,0,6,0,160,0,10, , , , , , , 
16-feb-2004,0,11.3,0,6.1, , ,0,6.8,1025.4,4,0,10,0,290,0,16, , , , , , , 
17-feb-2004,0,11.4,0,0, , ,0,0,1028.7,3.2,0,8,0,60,0,12, , , , , , , 
18-feb-2004,0,9.1,0,-2.4, , ,0,0,1028.4,2.3,0,8,0,110,0,13, , , , , , , 
19-feb-2004,0,7.9,0,-4.9, , ,0,0,1025.3,3.3,0,9,0,50,0,13, , , , , , , 
20-feb-2004,0,6.8,0,-0.2, , ,0,0,1017.8,7.8,0,15,0,50,0,22, , , , , , , 
21-feb-2004,0,6.6,0,0.5, , ,0,0,1012.4,7.8,0,18,0,40,0,29, , , , , , , 
22-feb-2004,0,7.3,0,-2.1, , ,0,0,1018.2,9,0,18,0,40,0,28, , , , , , , 
23-feb-2004,0,5.4,0,-5.4, , ,0,0,1023.2,4,0,11,0,30,0,16, , , , , , , 
24-feb-2004,0,9.3,0,0.6, , ,0,1.7,1015.9,4.1,0,13,0,20,0,23, , , , , , , 
25-feb-2004,0,5.8,0,-1.5, , ,0,0.1,1012.9,6.2,0,13,0,50,0,20, , , , , , , 
26-feb-2004,0,5.3,0,-2.8, , ,8, ,1006.8,8.1,0,18,0,340,0,28, , , , , , , 
27-feb-2004,0,5.4,0,-1.5, , ,0,0,1005.2,9.4,0,14,0,340,0,22, , , , , , , 
28-feb-2004,0,6.3,0,-3.6, , ,0,0,1010.8,5.2,0,12,0,350,0,18, , , , , , , 
29-feb-2004,0,7.4,0,-6.6, , ,0,0,1020.5,2.7,0,6,0,170,0,10, , , , , , , 
01-mar-2004,0,8.2,0,-4.6, , ,0,0,1027.3,4.6,0,12,0,150,0,19, , , , , , , 
02-mar-2004,0,8.2,0,0.3, , ,0,0.8,1021.8,12.4,0,20,0,170,0,32, , , , , , , 
03-mar-2004,0,14.1,0,2.9, , ,0,9.2,1013.2,7.4,0,15,0,170,0,24, , , , , , , 
04-mar-2004,0,12.3,0,1.2, , ,0,0.6,1012.8,2.8,0,9,0,190,0,16, , , , , , , 
05-mar-2004,0,10.6,0,-0.4, , ,0,0,1016.8,4.7,0,11,0,350,0,16, , , , , , , 
06-mar-2004,0,10.8,0,-3.1, , ,0,0,1021.7,4,0,10,0,320,0,17, , , , , , , 
07-mar-2004,0,11.1,0,-0.7, , ,0,0,1025.3,3.9,0,10,0,10,0,20, , , , , , , 
08-mar-2004,0,7.9,0,-2.8, , ,0,0,1027.6,5.9,0,12,0,120,0,19, , , , , , , 
09-mar-2004,0,8,0,4.5, , ,0,0,1026.6,7.2,0,12,0,110,0,20, , , , , , , 
10-mar-2004,0,7.2,0,2.6, , ,0,0,1017.4,7.4,0,12,0,140,0,22, , , , , , , 
11-mar-2004,0,7.2,0,2.9, , ,0,47.1,999.5,14.5,0,20,0,140,0,40, , , , , , , 
12-mar-2004,0,10.7,0,0, , ,0,0.9,993.5,3.4,0,9,0,260,0,14, , , , , , , 
13-mar-2004,0,9.4,0,-1.7, , ,0,4.6,998.2,4.5,0,14,0,180,0,22, , , , , , , 
14-mar-2004,0,12.9,0,7.5, , ,0,6.6,1000.1,10.7,0,19,0,260,0,33, , , , , , , 
15-mar-2004,0,13.8,0,8.3, , ,0,2.3,1009.1,8.1,0,18,0,190,0,28, , , , , , , 
16-mar-2004,0,12.4,0,8.4, , ,0,1.5,1010.5,11.4,0,19,0,180,0,31, , , , , , , 
17-mar-2004,0,13.7,0,4.2, , ,0,0.1,1016.2,6.3,0,12,0,230,0,19, , , , , , , 
18-mar-2004,0,10.9,0,5.9, , ,0,4.1,1009.4,9.6,0,20,0,260,0,37, , , , , , , 
19-mar-2004,0,12.6,0,7.3, , ,0,10.3,997.9,12,0,22,0,260,0,35, , , , , , , 
20-mar-2004,0,14.5,0,4.5, , ,0,1.8,994.4,15.2,0,31,0,260,0,48, , , , , , , 
21-mar-2004,0,11.2,0,3.8, , ,0,5.8,1001.5,13.4,0,24,0,280,0,36, , , , , , , 
22-mar-2004,0,9.4,0,1.9, , ,0,4,1012.8,10.1,0,20,0,320,0,34, , , , , , , 
23-mar-2004,0,10.9,0,0.5, , ,0,2,1019.5,6.5,0,14,0,330,0,26, , , , , , , 
24-mar-2004,0,10.6,0,0.7, , ,0,0,1024.9,7.5,0,13,0,350,0,21, , , , , , , 
25-mar-2004,0,11.4,0,5.6, , ,0,0.8,1022.1,9.7,0,19,0,10,0,32, , , , , , , 
26-mar-2004,0,11.4,0,1.9, , ,0,0,1020.7,5.7,0,10,0,320,0,16, , , , , , , 
27-mar-2004,0,10.5,0,6.3, , ,0,0,1013.9,3.6,0,9,0,310,0,14, , , , , , , 
28-mar-2004,0,11.5,0,4.1, , ,0,0.3,1012.1,2.5,0,8,0,250,0,12, , , , , , , 
29-mar-2004,0,12.8,0,5.5, , ,0,0,1015,2.9,0,8,0,150,0,13, , , , , , , 
30-mar-2004,4, ,4, , , ,8, , , ,0,14,0,100,0,22, , , , , , , 
31-mar-2004,0,11.4,0,4.3, , ,0,0.1,998.3,7.8,0,16,0,100,0,23, , , , , , , 
01-apr-2004,0,10.6,0,7.9, , ,0,8.1,992,8.2,0,12,0,90,0,19, , , , , , , 
02-apr-2004,0,11.9,0,6.7, , ,0,2,992.7,7.2,0,15,0,180,0,22, , , , , , , 
03-apr-2004,0,10.8,0,3.6, , ,0,5,999,7.2,0,16,0,230,0,24, , , , , , , 
04-apr-2004,0,11.6,0,2.7, , ,0,1.4,1007.7,9.3,0,20,0,260,0,39, , , , , , , 
05-apr-2004,0,11.4,0,6.1, , ,0,0.8,1010.4,12.9,0,19,0,290,0,32, , , , , , , 
06-apr-2004,0,11.2,0,4.8, , ,0,0.4,1011.8,10.8,0,22,0,330,0,36, , , , , , , 
07-apr-2004,0,11.3,0,3.6, , ,0,0.5,1016.7,6,0,13,0,310,0,26, , , , , , , 
08-apr-2004,0,11.2,0,1.4, , ,0,1.5,1018,5.7,0,12,0,320,0,18, , , , , , , 
09-apr-2004,0,13.7,0,7.8, , ,0,1,1016,5.3,0,10,0,350,0,17, , , , , , , 
10-apr-2004,0,12.5,0,7.8, , ,0,0.1,1016.4,4.9,0,10,0,330,0,15, , , , , , , 
11-apr-2004,0,13.7,0,8.1, , ,0,0,1019,2.8,0,8,0,270,0,12, , , , , , , 
12-apr-2004,0,14.3,0,4.7, , ,0,0,1022.9,3.7,0,8,0,310,0,14, , , , , , , 
13-apr-2004,0,12.4,0,2.2, , ,0,0,1020.1,4.4,0,10,0,280,0,14, , , , , , , 
14-apr-2004,0,11.7,0,7.5, , ,0,8.8,1008.5,10,0,17,0,190,0,29, , , , , , , 
15-apr-2004,0,13,0,2.9, , ,0,2.2,1003.1,4.6,0,14,0,240,0,22, , , , , , , 
16-apr-2004,0,10.5,0,1.5, , ,0,6.4,1004.3,3.3,0,8,0,230,0,13, , , , , , , 
17-apr-2004,0,10.8,0,0.1, , ,0,7.8,991.1,6.6,0,18,0,180,0,29, , , , , , , 
18-apr-2004,0,8.8,0,0.7, , ,0,2.2,978.5,6.1,0,15,0,350,0,25, , , , , , , 
19-apr-2004,0,11.6,0,-0.9, , ,0,3.6,985.3,3.7,0,13,0,250,0,25, , , , , , , 
20-apr-2004,0,12.2,0,3.1, , ,0,6.2,986.4,9.1,0,18,0,170,0,31, , , , , , , 
21-apr-2004,0,12.7,0,6.5, , ,0,10.2,992.5,11.7,0,22,0,170,0,35, , , , , , , 
22-apr-2004,0,14.8,0,1.8, , ,0,0.1,1008.8,5.6,0,14,0,200,0,20, , , , , , , 
23-apr-2004,0,14.8,0,10.4, , ,0,0.1,1016.9,5.5,0,10,0,210,0,15, , , , , , , 
24-apr-2004,0,13.6,0,6.1, , ,0,0,1019.6,5.9,0,12,0,160,0,18, , , , , , , 
25-apr-2004,0,15.5,0,4.9, , ,0,0,1019.7,3.8,0,8,0,160,0,14, , , , , , , 
26-apr-2004,0,14.6,0,4.4, , ,0,0.3,1016.7,4.6,0,12,0,320,0,21, , , , , , , 
27-apr-2004,0,14.3,0,6.1, , ,0,0.2,1015.4,9.1,0,17,0,350,0,26, , , , , , , 
28-apr-2004,0,14.9,0,6.5, , ,0,0,1012.8,10.1,0,18,0,0,0,25, , , , , , , 
29-apr-2004,0,13.3,0,6.1, , ,0,0.2,1007.6,13,0,20,0,340,0,31, , , , , , , 
30-apr-2004,0,11.7,0,5.9, , ,0,0,1003.5,8,0,13,0,0,0,21, , , , , , , 
01-may-2004,0,17.8,0,8, , ,0,0,1003.8,6.1,0,13,0,10,0,20, , , , , , , 
02-may-2004,0,16.6,0,6.3, , ,0,0,1004.8,5.8,0,11,0,320,0,18, , , , , , , 
03-may-2004,0,12.5,0,6.4, , ,0,2.1,995.6,8.2,0,16,0,330,0,25, , , , , , , 
04-may-2004,0,10.9,0,6, , ,0,13.2,979.8,15.4,0,24,0,270,0,40, , , , , , , 
05-may-2004,0,11.9,0,5.4, , ,0,4.4,982.5,11.8,0,19,0,300,0,33, , , , , , , 
06-may-2004,0,12.6,0,3.5, , ,0,0.5,992,9.4,0,15,0,290,0,26, , , , , , , 
07-may-2004,0,14,0,4.4, , ,0,0,1002.4,6.5,0,11,0,320,0,19, , , , , , , 
08-may-2004,0,15.7,0,0.6, , ,0,0,1005.4,3.1,0,7,0,220,0,12, , , , , , , 
09-may-2004,0,17.4,0,4.2, , ,0,0.1,1006.8,4.2,0,10,0,310,0,15, , , , , , , 
10-may-2004,0,12.9,0,9.8, , ,0,0,1012.5,6.2,0,10,0,340,0,15, , , , , , , 
11-may-2004,0,14.7,0,9.7, , ,0,0,1017.7,5.3,0,8,0,300,0,13, , , , , , , 
12-may-2004,0,13.8,0,7, , ,0,0,1020,3,0,6,0,290,0,9, , , , , , , 
13-may-2004,0,15.9,0,6.2, , ,0,0,1019.2,3.1,0,7,0,250,0,10, , , , , , , 
14-may-2004,0,16.5,0,11.1, , ,0,0,1021,3.1,0,6,0,290,0,9, , , , , , , 
15-may-2004,0,17.4,0,5.5, , ,0,0,1024.3,2.3,0,6,0,180,0,10, , , , , , , 
16-may-2004,0,19.1,0,4, , ,0,0,1023.9,3.4,0,9,0,160,0,15, , , , , , , 
17-may-2004,0,16.6,0,4.3, , ,0,0,1021.6,3,0,7,0,280,0,13, , , , , , , 
18-may-2004,0,20.4,0,5.6, , ,0,0,1020.6,3.9,0,11,0,280,0,18, , , , , , , 
19-may-2004,0,18.8,0,6.6, , ,0,0,1020.4,5.2,0,9,0,330,0,14, , , , , , , 
20-may-2004,0,15.9,0,5.8, , ,0,0,1020.1,6,0,11,0,350,0,17, , , , , , , 
